-24,0,51
-33,0,47
-43,0,43
-51,-1,42
-57,2,34
-56,1,34
-56,1,35
-52,3,39
-50,3,43
-50,2,43
-46,1,46
-47,1,46
-47,0,45
-46,0,45
-48,0,44
-46,1,45
-46,0,46
-48,1,46
-49,2,48
-45,2,47
-38,6,40
-38,6,42
-34,4,52
-31,2,56
-29,0,58
-22,1,60
-21,0,58
-20,-6,56
-21,-7,54
-17,-5,54
-17,-9,59
-26,-11,70
-19,-4,62
-17,-5,57
-15,-4,65
-22,-2,61
-24,-2,59
-26,0,59
-27,0,58
-27,0,59
-21,2,60
-18,-1,63
-21,-1,60
-21,-2,60
-23,-3,60
-24,-4,59
-23,-4,59
-22,-3,60
-23,-2,60
-23,-3,59
-23,-3,60
-23,-4,59
-23,-3,60
-24,-3,59
-24,-4,58
-25,-3,58
-26,-2,58
-26,-3,59
-26,-3,59
-27,-3,58
-28,-2,57
-26,-4,58
-26,-4,58
-27,-4,58
-27,-3,58
-27,-4,57
-28,-3,57
-27,-3,58
-27,-4,58
-28,-3,58
-27,-3,58
-28,-3,58
-27,-4,58
-27,-4,57
-26,-3,58
-27,-4,57
-28,-5,56
-27,1,59
-31,1,57
-32,-2,55
-27,-1,56
-32,0,57
-31,-1,54
-27,0,56
-33,2,56
-34,1,55
-32,3,56
-33,2,56
-31,2,55
-32,3,56
-33,2,55
-34,3,55
-34,3,54
-33,3,55
-34,1,55
-33,1,54
-34,2,54
-33,2,54
-34,3,54
-34,2,54
-34,1,54
-34,1,54
-33,1,55
-34,1,55
-33,1,55
-33,1,55
-33,1,55
-32,0,55
-33,0,55
-33,0,55
-32,0,55
-33,0,55
-33,1,55
-34,0,55
-33,1,55
-33,0,55
-33,0,54
-34,0,54
-33,0,54
-34,1,55
-35,0,54
-34,1,54
-34,2,55
-35,2,54
-34,1,53
-35,2,54
-36,2,54
-34,2,53
-36,3,54
-36,3,53
-35,3,53
-36,3,53
-36,2,53
-36,4,54
-36,3,53
-36,3,53
-36,3,53
-35,3,53
-35,3,53
-35,3,53
-35,4,53
-36,4,53
-35,3,53
-35,3,53
-35,3,54
-35,3,53
-36,3,53
-35,3,53
-35,3,53
-36,3,53
-35,3,53
-35,3,53
-35,3,53
-35,2,53
-35,3,53
-35,3,53
-35,2,53
-35,3,53
-35,2,53
-35,3,53
-35,3,53
-35,2,53
-35,3,54
-35,2,53
-35,2,54
-35,2,54
-36,2,53
-36,3,53
-36,3,53
-36,2,53
-35,2,53
-36,2,53
-35,2,53
-36,3,53
-36,2,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,2,53
-36,2,53
-36,3,53
-36,2,53
-36,3,53
-36,3,53
-36,3,53
-36,2,53
-36,2,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-35,3,53
-35,3,53
-36,2,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,2,53
-36,3,53
-35,3,53
-36,3,53
-36,3,53
-35,3,53
-36,3,53
-35,3,53
-36,3,53
-35,3,53
-35,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-35,3,53
-35,3,53
-35,3,53
-35,3,53
-35,3,53
-36,3,53
-36,3,53
-36,3,53
-35,3,53
-35,3,53
-36,3,53
-36,3,53
-35,3,53
-36,3,53
-36,3,53
-35,3,53
-36,3,53
-35,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,2,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,2,53
-36,2,53
-36,3,53
-36,2,53
-36,3,53
-36,2,53
-36,3,53
-35,3,53
-36,2,53
-36,3,53
-36,3,53
-36,2,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-35,3,53
-36,3,53
-36,3,53
-35,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,4,53
-36,3,53
-36,4,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,4,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,52
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-36,3,53
-38,3,52
-36,3,52
-35,3,54
-35,2,54
-36,2,53
-34,2,54
-35,3,53
-34,2,55
-35,2,53
-34,1,54
-32,1,55
-32,1,56
-31,0,56
-34,1,54
-34,1,54
-32,1,55
-33,0,55
-33,1,55
-32,1,55
-32,1,55
-33,1,55
-33,1,55
-33,1,54
-34,1,54
-34,1,54
-34,2,55
-34,2,55
-33,1,54
-34,2,55
-34,2,54
-34,2,54
-34,2,54
-34,2,54
-34,2,54
-34,2,54
-33,2,55
-33,2,54
-34,2,54
-34,2,54
-34,2,54
-34,2,54
-34,2,55
-34,2,54
-34,2,54
-33,2,54
-34,2,55
-34,2,54
-34,2,55
-34,1,54
-34,2,54
-34,2,54
-34,1,54
-34,2,55
-34,1,54
-34,1,54
-34,1,55
-34,1,54
-34,1,54
-34,1,54
-34,1,54
-34,1,54
-34,1,54
-35,2,54
-34,1,54
-34,1,54
-34,1,54
-34,1,54
-34,1,54
-34,1,54
-34,1,55
-34,1,54
-34,1,54
-34,2,54
-34,1,54
-34,1,54
-33,1,54
-34,2,54
-34,3,55
-34,2,54
-35,1,53
-34,3,55
-35,4,54
-35,2,53
-35,2,53
-32,3,54
-32,4,56
-33,3,55
-34,3,54
-34,4,54
-33,5,55
-31,3,56
-31,5,56
-32,5,56
-32,5,55
-32,6,56
-31,5,56
-31,5,56
-32,5,56
-32,5,56
-35,4,54
-34,5,54
-35,5,54
-33,5,54
-34,5,55
-36,4,53
-38,4,52
-37,4,53
-36,3,53
-36,3,53
-37,6,54
-37,6,53
-37,6,54
-31,3,56
-29,0,58
-30,-2,56
-23,-5,57
-27,-3,57
-29,1,55
-27,2,57
-26,4,59
-26,4,61
-29,1,60
-28,2,56
-30,4,53
-30,4,62
-26,3,59
-25,5,60
-19,8,60
-27,10,56
-21,7,54
-21,6,56
-17,5,57
-21,1,52
-23,0,51
-26,-2,58
-31,-4,69
-22,6,65
-23,6,64
-20,6,63
-18,8,59
-20,5,60
-16,2,59
-14,-1,59
-17,-3,57
-20,-2,62
-20,0,64
-18,1,58
-17,1,67
-16,1,65
-20,1,60
-20,2,60
-14,3,62
-18,6,57
-21,7,57
-22,12,63
-26,10,59
-30,12,56
-29,6,55
-33,5,55
-28,4,59
-32,5,56
-32,2,56
-33,3,55
-32,3,56
-33,2,56
-33,2,56
-33,3,57
-34,6,57
-36,9,58
-26,7,62
-25,7,61
-18,6,63
-18,5,60
-14,5,59
-15,4,59
-15,4,57
-19,3,59
-19,2,62
-16,2,62
-16,4,62
-17,5,63
-16,6,62
-15,6,63
-15,4,65
-10,1,62
-8,-1,58
-16,-2,62
-16,-2,63
-12,-1,61
-11,-3,61
-11,-4,61
-9,-1,60
-10,-2,60
-10,-1,61
-14,2,60
-16,2,58
-14,5,55
-21,4,56
-28,7,58
-29,11,61
-26,12,60
-32,15,59
-31,15,57
-30,17,55
-35,12,55
-34,10,57
-32,9,56
-33,6,55
-36,4,53
-37,6,52
-36,7,52
-42,7,50
-48,5,46
-45,7,46
-43,8,48
-42,8,49
-39,9,51
-40,8,51
-39,7,51
-39,7,51
-38,7,51
-41,7,49
-40,7,50
-38,7,51
-40,7,50
-40,7,50
-41,7,50
-39,7,50
-37,7,52
-36,8,55
-35,9,54
-39,6,50
-38,7,50
-38,7,51
-34,7,54
-33,7,54
-33,7,55
-35,7,54
-38,8,52
-39,9,53
-36,9,54
-34,8,56
-29,10,58
-28,5,56
-13,2,64
-16,2,63
-49,66,57
4,-42,65
-15,15,59
-13,8,61
-12,5,59
-11,3,63
-14,2,63
-10,3,61
-6,4,61
-5,5,60
-1,2,60
-1,1,61
-5,0,65
-1,0,66
-7,-2,66
-10,2,59
-4,1,57
-3,-3,72
-4,-2,73
-9,7,66
-11,6,63
-11,4,60
-12,4,62
-12,3,63
-14,0,62
-14,-1,63
-14,-1,63
-17,0,61
-16,0,61
-15,1,63
-16,3,63
-18,2,62
-17,1,62
-20,0,61
-17,0,60
-17,1,61
-17,1,61
-17,2,61
-17,2,61
-16,1,62
-21,2,60
-21,2,61
-21,2,61
-22,2,61
-19,2,60
-18,0,60
-22,1,58
-21,2,60
-19,1,61
-19,2,61
-17,1,62
-17,1,62
-23,2,59
-25,3,60
-26,3,64
-35,-9,53
-31,-3,53
-27,-12,55
-35,7,51
-29,7,48
-34,11,49
-37,14,58
-38,7,52
-33,15,52
-28,8,57
-28,10,60
-29,5,58
-31,4,56
-32,4,55
-34,4,55
-33,5,55
-35,5,55
-31,4,55
-31,5,56
-30,4,56
-33,4,55
-36,4,55
-33,6,58
-34,8,56
-32,11,55
-20,9,70
-30,13,54
-14,3,61
-12,3,58
-11,6,60
-16,4,61
-14,4,60
-11,3,61
-10,2,63
-10,0,71
-5,-1,68
-8,0,63
-18,-3,56
-12,-4,61
-9,-1,63
-12,1,61
-18,6,58
-14,11,59
-15,13,60
-28,16,53
-34,18,54
-32,17,59
-25,12,56
-25,10,56
-30,5,59
-30,1,56
-34,3,55
-32,4,55
-35,3,55
-36,6,54
-34,7,54
-36,6,53
-36,5,52
-37,7,53
-38,6,52
-36,6,52
-36,7,52
-35,7,53
-35,7,53
-36,7,53
-36,6,52
-36,6,53
-35,7,53
-35,7,54
-35,7,53
-35,6,53
-36,7,52
-36,6,52
-35,6,53
-36,7,53
-36,7,53
-36,7,53
-35,7,53
-35,6,53
-36,6,53
-35,6,53
-36,7,53
-35,7,53
-36,7,53
-36,7,53
-36,7,53
-36,7,53
-36,6,52
-36,6,52
-36,6,53
-36,6,53
-35,7,53
-36,6,53
-36,7,53
-36,7,53
-36,7,53
-35,7,53
-36,7,53
-35,6,53
-36,7,53
-36,6,53
-36,7,53
-36,6,53
-35,6,53
-36,6,53
-36,6,53
-36,7,53
-36,6,53
-36,7,53
-35,6,53
-35,6,53
-36,6,53
-36,7,52
-36,6,53
-36,6,53
-36,6,53
-35,6,53
-35,6,53
-36,6,53
-36,6,53
-36,6,53
-35,6,53
-35,6,53
-35,6,53
-35,5,53
-36,5,53
-36,6,53
-36,5,52
-36,5,53
-35,6,54
-35,6,54
-33,5,55
-34,5,54
-36,5,52
-36,5,52
-36,5,53
-35,5,53
-35,5,53
-34,5,54
-35,5,54
-35,6,54
-35,6,54
-34,5,54
-33,5,55
-33,6,55
-33,5,55
-33,5,54
-34,5,54
-33,5,55
-30,3,56
-31,2,55
-32,4,55
-32,4,55
-32,5,56
-33,5,55
-32,4,55
-32,4,55
-31,4,55
-31,4,55
-25,11,58
-32,7,58
-30,5,56
-30,3,55
-32,0,54
-32,0,55
-32,1,55
-29,2,56
-29,3,56
-30,4,57
-32,2,56
-33,2,55
-33,6,55
-30,6,56
-29,4,57
-29,3,57
-30,3,56
-30,3,56
-28,3,56
-29,3,57
-30,4,56
-29,4,56
-27,5,58
-27,4,58
-28,4,57
-29,3,57
-29,4,57
-29,4,57
-28,4,57
-28,4,57
-28,4,57
-28,4,57
-29,3,57
-29,4,57
-28,4,57
-28,3,57
-29,3,57
-29,3,57
-29,3,57
-28,3,57
-28,4,57
-31,4,57
-29,4,57
-28,3,57
-28,3,57
-29,4,57
-29,4,57
-28,3,57
-29,3,57
-29,4,57
-29,4,57
-29,3,57
-29,3,57
-29,3,57
-29,4,57
-29,3,57
-29,3,57
-28,4,57
-29,5,57
-29,4,57
-29,4,57
-28,4,57
-29,4,57
-29,4,57
-29,3,57
-28,4,57
-29,4,57
-29,4,57
-28,4,57
-28,3,57
-29,4,57
-29,0,58
-29,2,57
-31,4,56
-28,7,57
-27,8,59
-27,4,58
-28,2,56
-29,2,56
-29,3,57
-29,3,56
-29,3,57
-28,3,57
-28,3,58
-28,3,57
-28,3,57
-30,4,57
-29,4,57
-28,4,57
-28,3,57
-28,2,56
-28,2,56
-28,3,58
-29,4,57
-30,5,57
-30,5,57
-29,4,57
-29,4,56
-29,4,57
-29,4,57
-30,4,56
-29,4,57
-30,5,57
-30,4,56
-30,5,56
-30,5,56
-30,4,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,4,56
-30,5,56
-31,5,56
-31,4,56
-30,4,56
-30,5,56
-30,5,56
-31,5,56
-30,4,56
-30,4,56
-31,5,56
-31,5,56
-30,5,56
-30,4,56
-30,5,56
-30,5,56
-30,5,56
-30,4,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,4,56
-30,4,56
-30,4,56
-30,5,56
-30,4,56
-30,4,56
-30,4,56
-31,5,56
-30,4,56
-30,4,56
-30,4,56
-30,4,56
-31,4,56
-30,4,56
-30,4,56
-30,4,56
-30,4,56
-30,5,56
-30,5,57
-31,4,56
-31,5,56
-30,4,56
-30,4,56
-30,4,56
-30,4,56
-30,4,56
-30,4,57
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,4,56
-31,5,56
-31,5,56
-30,5,56
-31,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,57
-31,5,57
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,4,57
-30,5,56
-30,5,56
-31,5,56
-30,4,56
-30,4,56
-30,5,56
-30,4,56
-30,5,56
-30,5,56
-31,4,56
-30,5,57
-30,5,56
-31,5,56
-30,4,56
-30,4,56
-30,4,56
-30,4,56
-30,5,56
-31,4,56
-30,4,56
-30,5,57
-30,4,56
-30,4,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,4,56
-30,4,56
-31,4,56
-31,4,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-31,4,56
-30,5,56
-30,5,56
-30,5,56
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-30,5,56
-30,4,57
-30,5,56
-31,5,56
-31,5,56
-30,5,56
-30,5,56
-31,5,56
-30,5,56
-31,4,56
-31,5,56
-31,4,56
-30,4,56
-30,4,56
-30,4,57
-31,4,57
-30,4,56
-31,4,56
-31,4,56
-30,4,56
-31,4,56
-31,4,56
-31,4,56
-31,4,56
-31,4,56
-31,4,56
-31,4,56
-31,4,56
-30,4,56
-31,4,56
-31,4,56
-30,4,56
-30,4,56
-31,4,56
-31,4,56
-31,4,55
-31,4,56
-30,4,56
-31,4,56
-30,4,56
-30,4,56
-30,4,56
-30,4,56
-31,5,56
-31,4,56
-31,4,56
-30,4,56
-30,4,56
-31,4,56
-31,4,56
-31,5,56
-31,5,56
-31,5,57
-30,4,56
-31,4,56
-31,4,56
-30,4,56
-31,5,56
-31,5,56
-31,4,56
-30,4,56
-31,5,56
-31,5,56
-31,4,56
-31,5,56
-31,4,56
-30,4,56
-30,4,56
-32,5,56
-31,5,56
-31,5,56
-31,4,56
-30,4,56
-30,4,56
-30,4,56
-31,4,56
-31,5,56
-31,5,56
-31,4,56
-30,4,57
-30,4,57
-31,4,56
-30,4,56
-30,4,56
-31,4,56
-31,4,56
-31,4,56
-30,4,56
-30,4,56
-31,4,56
-31,4,56
-31,4,55
-31,4,55
-31,4,55
-31,4,56
-30,4,56
-30,4,56
-31,4,56
-31,4,56
-31,4,56
-30,4,56
