1617137900.000000, 1617137900.000000, 1617137900.000000
32.000000, 32.000000, 32.000000
-62,-8,22
-70,-12,15
-69,-14,15
-66,-16,23
-61,-12,23
-59,-8,22
-55,-1,23
-47,4,17
-36,15,-28
-46,16,-57
-53,14,-65
-56,12,-61
-42,14,-54
-26,16,-49
-31,20,-58
-34,21,-60
-27,23,-57
-25,23,-55
-23,23,-57
-23,23,-56
-22,22,-55
-22,21,-55
-25,20,-55
-29,19,-51
-31,19,-50
-30,12,-48
-34,21,-46
-38,19,-50
-39,30,-47
-27,24,-47
-28,28,-48
-26,31,-48
-28,31,-51
-29,30,-52
-28,27,-50
-29,25,-51
-31,26,-51
-30,25,-50
-30,25,-51
-31,24,-51
-35,25,-53
-33,25,-51
-35,25,-52
-33,27,-49
-33,28,-47
-35,24,-47
-35,26,-44
-36,30,-44
-38,27,-47
-30,26,-43
-19,31,-33
-42,32,-50
-36,24,-48
-28,26,-42
-33,28,-47
-31,26,-47
-50,23,-56
-40,28,-54
-38,26,-49
-42,28,-50
-44,26,-46
-41,27,-41
-40,27,-40
-40,28,-38
-39,19,-34
-39,29,-35
-47,29,-36
-44,28,-34
-48,30,-31
-37,23,-20
-66,28,-28
-60,27,-31
-62,34,-38
-57,28,-29
-50,32,-27
-53,31,-24
-56,33,-24
-49,41,-19
-47,38,-15
-50,17,-14
-53,29,-16
-59,29,-15
-50,31,-14
-39,22,-20
-63,31,-19
-70,36,-18
-62,28,-30
-66,39,-29
-57,34,-22
-52,29,-18
-57,27,-14
-59,26,-14
-52,25,-9
-55,24,-11
-60,26,-15
-58,26,-12
-55,28,-16
-56,26,-14
-56,27,-16
-55,28,-16
-62,20,-17
-57,36,-14
-40,41,30
-47,30,-13
-61,26,-17
-61,25,-17
-57,27,-17
-57,24,-16
-61,27,-18
-60,28,-18
-57,25,-17
-56,23,-16
-56,26,-18
-55,27,-19
-48,26,-20
-59,25,-18
-57,23,-21
-55,21,-28
-55,24,-24
-54,34,-19
-55,26,-21
-49,25,-20
-52,23,-24
-53,29,-28
-80,26,-28
-67,22,-34
-60,21,-31
-50,30,-26
-55,31,-21
-53,33,-14
-61,31,-11
-55,29,-2
-52,32,6
-59,29,8
-55,29,10
-54,29,12
-59,30,7
-70,30,1
-44,36,15
-46,28,18
-55,32,26
-53,29,19
-52,32,24
-50,30,24
-49,31,23
-52,33,25
-47,33,26
-45,31,27
-47,32,27
-52,31,25
-49,32,26
-47,31,25
-55,32,26
-50,32,25
-48,31,27
-46,32,30
-49,31,29
-49,32,30
-47,32,31
-49,30,27
-51,28,27
-50,28,28
-51,29,27
-52,30,27
-53,28,26
-51,29,28
-51,29,27
-53,29,26
-52,30,27
-55,28,27
-51,29,27
-52,26,26
-50,25,28
-51,28,28
-54,30,25
-53,30,26
-51,28,26
-54,29,26
-51,25,23
-53,30,21
-44,22,25
-61,31,21
-63,32,11
-61,28,12
-57,26,17
-52,27,12
-49,28,15
-53,29,13
-59,30,11
-53,37,7
-49,35,17
-34,32,-22
-51,25,-7
-61,31,-6
-72,22,-27
-55,34,-12
-52,36,-14
-52,30,-13
-55,32,-14
-65,29,-11
-54,29,-6
-54,31,-8
-58,29,-3
-60,30,-2
-59,30,2
-53,31,2
-49,30,5
-57,33,8
-54,29,10
-53,29,14
-50,32,17
-55,30,15
-54,31,15
-55,29,14
-55,31,14
-57,32,12
-55,32,14
-53,32,15
-56,31,13
-57,30,12
-56,30,12
-57,31,10
-54,32,13
-56,28,13
-56,29,12
-56,30,12
-55,30,12
-57,29,14
-57,28,16
-55,23,19
-52,26,18
-58,19,16
-61,15,15
-61,14,14
-61,15,12
-62,12,14
-53,12,23
-45,11,24
-46,7,23
-40,5,38
-36,5,41
-44,1,37
-54,-1,48
-55,-4,51
-51,-10,54
-49,-12,53
-46,-19,56
-38,-31,57
-59,-36,72
-22,-15,60
-19,-15,48
-54,-32,36
-27,-33,43
-18,-39,44
-16,-43,46
-25,-41,42
-23,-42,41
-9,-46,41
-19,-51,40
-23,-51,35
-23,-51,36
-19,-46,32
-26,-48,34
-23,-47,34
-22,-48,39
-22,-46,38
-22,-48,39
-19,-50,39
-15,-50,41
-17,-52,41
-15,-49,44
-26,-42,45
-38,-34,29
-48,-28,31
-25,-22,36
-39,-35,36
-44,-8,51
-31,-28,37
-30,-34,40
-27,-42,33
-32,-43,27
-44,-53,29
-31,-54,24
-31,-51,23
-32,-48,21
-30,-53,24
-27,-53,21
-29,-52,21
-34,-57,19
-35,-64,13
-23,-60,21
-8,-52,21
-20,-52,19
-25,-49,22
-14,-55,16
-10,-56,15
-23,-61,16
-22,-58,14
-24,-48,21
-32,-44,29
-36,-47,28
-33,-44,39
-40,-45,33
-38,-48,30
-37,-47,38
-39,-49,42
-24,-42,54
-19,-37,57
-15,-31,59
-10,-24,56
-13,-24,52
-18,-18,49
-13,-16,54
-13,-14,56
-17,-9,58
-19,-7,59
-19,-6,55
-20,-5,55
-23,-3,55
-26,-3,57
-26,-4,58
-29,-6,62
-29,-6,63
-30,-3,60
-29,-1,58
-29,1,57
-31,1,57
-31,1,57
-31,-1,55
-29,-4,54
-27,-4,53
-28,-7,53
-30,-8,53
-30,-9,51
-29,-11,52
-31,-12,53
-29,-13,52
-29,-14,52
-32,-17,52
-33,-19,52
-33,-20,53
-34,-18,55
-38,-18,55
-37,-14,55
-35,-11,54
-37,-11,53
-41,-13,52
-40,-14,52
-37,-16,50
-34,-17,49
-35,-18,51
-34,-21,53
-33,-20,53
-35,-18,49
-35,-20,46
-34,-20,46
-35,-19,50
-34,-20,53
-32,-20,59
-33,-19,55
-35,-18,51
-36,-21,47
-35,-22,47
-32,-22,51
-32,-22,52
-32,-19,53
-35,-16,51
-36,-17,51
-37,-16,50
-39,-16,49
-39,-15,48
-39,-15,48
-38,-15,49
-36,-17,50
-36,-17,50
-36,-18,50
-37,-18,48
-38,-17,48
-38,-16,49
-38,-15,49
-38,-15,48
-40,-14,48
-41,-15,47
-40,-15,47
-39,-16,49
-37,-15,50
-39,-16,49
-39,-15,48
-40,-15,47
-37,-14,50
-39,-14,48
-38,-13,48
-40,-12,47
-40,-11,46
-42,-11,45
-44,-10,45
-45,-11,43
-46,-12,43
-44,-14,45
-42,-15,46
-37,-18,50
-36,-21,48
-39,-21,47
-40,-21,48
-36,-21,50
-38,-20,51
-41,-19,50
-37,-16,51
-36,-17,51
-39,-16,49
-41,-16,46
-36,-15,49
-40,-18,47
-41,-17,48
-41,-17,47
-42,-18,48
-43,-18,48
-41,-17,48
-44,-17,49
-43,-19,51
-33,-14,52
-31,-9,51
-29,-8,54
-26,-10,54
-24,-10,52
-27,-10,52
-29,-7,57
-32,-11,55
-36,-8,51
-36,-9,49
-41,-12,47
-39,-12,47
-32,-17,49
-38,-20,51
-43,-22,50
-32,-25,57
-33,-12,55
-34,-15,49
-44,-13,42
-41,-12,43
-41,-14,42
-45,-16,40
-51,-16,36
-44,-19,41
-43,-20,41
-42,-23,42
-41,-24,42
-36,-27,43
-35,-31,46
-31,-32,46
-32,-36,46
-40,-34,49
-44,-28,51
-40,-22,44
-40,-22,41
-43,-22,41
-41,-23,43
-39,-24,45
-38,-25,45
-39,-25,45
-40,-24,44
-41,-24,44
-40,-24,44
-40,-23,44
-40,-23,43
-40,-23,44
-40,-23,44
-41,-24,44
-40,-23,44
-41,-24,44
-40,-23,44
-41,-23,43
-40,-23,44
-41,-23,43
-41,-23,43
-41,-23,44
-40,-23,44
-40,-23,43
-41,-23,43
-41,-23,43
-41,-23,43
-41,-23,44
-41,-23,43
-41,-23,44
-41,-23,44
-41,-23,43
-41,-23,43
-41,-23,43
-41,-23,44
-41,-23,44
-41,-23,44
-41,-23,44
-41,-23,44
-40,-23,44
-41,-23,44
-40,-23,44
-40,-23,44
-41,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-40,-23,44
-41,-23,44
-41,-23,44
-41,-23,45
-41,-23,45
-40,-23,44
-40,-24,44
-41,-25,46
-40,-23,47
-36,-22,46
-40,-24,46
-39,-22,47
-40,-21,47
-44,-20,47
-48,-20,46
-42,-18,48
-43,-18,49
-45,-17,50
-41,-13,57
-42,-12,59
-48,-7,62
-33,1,67
-31,6,64
-27,15,62
-26,17,61
-25,19,60
-11,27,49
-9,29,45
-11,27,42
-13,25,42
-23,11,46
-27,1,50
-27,-5,48
-27,-10,46
-24,-14,52
-25,-22,62
-22,-18,57
-18,-12,57
-16,-11,66
-15,-12,67
-13,-6,61
-15,-6,60
-20,-9,65
-19,-3,70
-18,-1,66
-16,2,56
-15,1,51
-19,-1,66
-19,1,62
-19,1,61
-19,2,59
-16,2,60
-12,1,66
-11,-1,62
-9,-3,67
-11,0,63
-13,-1,60
-9,-2,62
-14,-1,65
-14,1,63
-14,0,62
-15,0,60
-10,0,65
-8,0,63
-8,1,60
-15,-1,61
-15,-1,62
-16,-1,61
-15,0,63
-13,-1,63
-13,-2,61
-14,-3,62
-19,-4,62
-18,-12,64
-15,-15,63
-18,-11,56
-18,-12,55
-8,-2,63
-17,7,59
-12,13,61
5,19,62
6,20,66
12,18,67
-11,10,67
-10,8,60
-7,5,59
0,6,65
-5,4,68
-3,3,61
-1,4,63
-6,5,65
-8,4,65
-10,4,62
-10,4,64
-11,3,63
-11,3,61
-10,3,60
-8,2,62
-8,2,64
-7,2,64
-9,1,63
-9,1,64
-10,1,63
-11,1,62
-12,0,62
-11,0,63
-11,0,62
-9,0,62
-10,0,63
-11,0,63
-10,0,63
-9,0,62
-10,-1,62
-10,0,63
-9,0,63
-11,0,63
-12,1,62
-10,0,64
-10,0,64
-11,0,62
-11,-1,63
-11,0,63
-11,0,62
-12,0,63
-12,0,63
-13,-1,62
-13,-1,62
-12,0,63
-13,0,62
-12,0,62
-12,-1,63
-11,-2,63
-9,-2,68
-7,-1,68
-1,-1,67
